200;sample_id-actual_time-mode-B_E-I_m-U_b-T_1-T_2-T_3-delta_time-runtime-dV-dV2-dV3-C;1;[18];50;1000;0.04458578351566639;0.030143944656109797;0.9554142164843336
201;sample_id-actual_time-mode-B_E-I_m-U_b-T_1-T_2-T_3-delta_time-runtime-dV-dV2-dV3-C;1;[18];50;500;0.048514223588793474;0.03330660302462176;0.9514857764112066
202;sample_id-actual_time-mode-B_E-I_m-U_b-T_1-T_2-T_3-delta_time-runtime-dV-dV2-dV3-C;1;[18];150;1000;0.04559730912541861;0.03396545819864644;0.9544026908745814
203;sample_id-actual_time-mode-B_E-I_m-U_b-T_1-T_2-T_3-delta_time-runtime-dV-dV2-dV3-C;1;[18];150;500;0.039908292766527485;0.026487047081632062;0.9600917072334725
204;sample_id-actual_time-mode-B_E-I_m-U_b-T_1-T_2-T_3-delta_time-runtime-dV-dV2-dV3-C;1;[18];250;1000;0.03334363894166093;0.018319326897874272;0.9666563610583391
205;sample_id-actual_time-mode-B_E-I_m-U_b-T_1-T_2-T_3-delta_time-runtime-dV-dV2-dV3-C;1;[18];250;500;0.04546530239190684;0.03610299359474333;0.9545346976080932
206;sample_id-actual_time-mode-B_E-I_m-U_b-T_1-T_2-T_3-delta_time-runtime-dV-dV2-dV3-C;1;[36];50;1000;0.0619910786048523;0.039066393362351744;0.9380089213951477
207;sample_id-actual_time-mode-B_E-I_m-U_b-T_1-T_2-T_3-delta_time-runtime-dV-dV2-dV3-C;1;[36];50;500;0.043696077982423455;0.02772919075934866;0.9563039220175765
208;sample_id-actual_time-mode-B_E-I_m-U_b-T_1-T_2-T_3-delta_time-runtime-dV-dV2-dV3-C;1;[36];150;1000;0.04052870866965194;0.02395396189652102;0.959471291330348
209;sample_id-actual_time-mode-B_E-I_m-U_b-T_1-T_2-T_3-delta_time-runtime-dV-dV2-dV3-C;1;[36];150;500;0.03291296956679402;0.022964989017685334;0.967087030433206
210;sample_id-actual_time-mode-B_E-I_m-U_b-T_1-T_2-T_3-delta_time-runtime-dV-dV2-dV3-C;1;[36];250;1000;0.04413287411228594;0.029750751770111508;0.955867125887714
211;sample_id-actual_time-mode-B_E-I_m-U_b-T_1-T_2-T_3-delta_time-runtime-dV-dV2-dV3-C;1;[36];250;500;0.04659658057219114;0.034279723603772204;0.9534034194278088
212;sample_id-actual_time-mode-B_E-I_m-U_b-T_1-T_2-T_3-delta_time-runtime-dV-dV2-dV3-C;2;[18, 12];50;1000;0.03462884290843203;0.023881715244285343;0.965371157091568
213;sample_id-actual_time-mode-B_E-I_m-U_b-T_1-T_2-T_3-delta_time-runtime-dV-dV2-dV3-C;2;[18, 12];50;500;0.029428588055421003;0.015827342502841433;0.970571411944579
214;sample_id-actual_time-mode-B_E-I_m-U_b-T_1-T_2-T_3-delta_time-runtime-dV-dV2-dV3-C;2;[18, 12];150;1000;0.03038337980589056;0.01832778335656475;0.9696166201941094
215;sample_id-actual_time-mode-B_E-I_m-U_b-T_1-T_2-T_3-delta_time-runtime-dV-dV2-dV3-C;2;[18, 12];150;500;0.040937443942216704;0.02454725364832525;0.9590625560577833
216;sample_id-actual_time-mode-B_E-I_m-U_b-T_1-T_2-T_3-delta_time-runtime-dV-dV2-dV3-C;2;[18, 12];250;1000;0.05114389525910932;0.02851141582474159;0.9488561047408907
217;sample_id-actual_time-mode-B_E-I_m-U_b-T_1-T_2-T_3-delta_time-runtime-dV-dV2-dV3-C;2;[18, 12];250;500;0.04732651093645949;0.028767403175241558;0.9526734890635405
218;sample_id-actual_time-mode-B_E-I_m-U_b-T_1-T_2-T_3-delta_time-runtime-dV-dV2-dV3-C;2;[36, 24];50;1000;0.04092382824136996;0.024444328615270405;0.95907617175863
219;sample_id-actual_time-mode-B_E-I_m-U_b-T_1-T_2-T_3-delta_time-runtime-dV-dV2-dV3-C;2;[36, 24];50;500;0.037763108073221634;0.022330560980286743;0.9622368919267784
220;sample_id-actual_time-mode-B_E-I_m-U_b-T_1-T_2-T_3-delta_time-runtime-dV-dV2-dV3-C;2;[36, 24];150;1000;0.03920848007324301;0.02346258253408581;0.9607915199267569
221;sample_id-actual_time-mode-B_E-I_m-U_b-T_1-T_2-T_3-delta_time-runtime-dV-dV2-dV3-C;2;[36, 24];150;500;0.044316670174496406;0.030494933812177702;0.9556833298255036
222;sample_id-actual_time-mode-B_E-I_m-U_b-T_1-T_2-T_3-delta_time-runtime-dV-dV2-dV3-C;2;[36, 24];250;1000;0.046843943093778866;0.03253051212210098;0.9531560569062212
223;sample_id-actual_time-mode-B_E-I_m-U_b-T_1-T_2-T_3-delta_time-runtime-dV-dV2-dV3-C;2;[36, 24];250;500;0.04234306760187015;0.03855065929850991;0.9576569323981299
224;I_m-U_b-T_2-delta_time-runtime-dV-dV2-dV3-C;1;[18];50;1000;0.031489067406143434;0.017974455780696993;0.9685109325938566
225;I_m-U_b-T_2-delta_time-runtime-dV-dV2-dV3-C;1;[18];50;500;0.051488961737267094;0.043730148827402955;0.9485110382627329
226;I_m-U_b-T_2-delta_time-runtime-dV-dV2-dV3-C;1;[18];150;1000;0.03482919538537372;0.03482143050527561;0.9651708046146262
227;I_m-U_b-T_2-delta_time-runtime-dV-dV2-dV3-C;1;[18];150;500;0.06613085925871467;0.04742560452251562;0.9338691407412854
228;I_m-U_b-T_2-delta_time-runtime-dV-dV2-dV3-C;1;[18];250;1000;0.03783585869098168;0.0344082715540855;0.9621641413090183
229;I_m-U_b-T_2-delta_time-runtime-dV-dV2-dV3-C;1;[18];250;500;0.03537589607777415;0.03259908091078473;0.9646241039222259
230;I_m-U_b-T_2-delta_time-runtime-dV-dV2-dV3-C;1;[36];50;1000;0.04157912815730353;0.036038697946441975;0.9584208718426964
231;I_m-U_b-T_2-delta_time-runtime-dV-dV2-dV3-C;1;[36];50;500;0.030677998709521582;0.02510521141609221;0.9693220012904784
232;I_m-U_b-T_2-delta_time-runtime-dV-dV2-dV3-C;1;[36];150;1000;0.052525395838636385;0.0458625545268013;0.9474746041613636
233;I_m-U_b-T_2-delta_time-runtime-dV-dV2-dV3-C;1;[36];150;500;0.04207494412623228;0.03300117714811028;0.9579250558737678
234;I_m-U_b-T_2-delta_time-runtime-dV-dV2-dV3-C;1;[36];250;1000;0.030895676627976012;0.027316992725783987;0.969104323372024
235;I_m-U_b-T_2-delta_time-runtime-dV-dV2-dV3-C;1;[36];250;500;0.05653054718064861;0.047347930292406214;0.9434694528193514
236;I_m-U_b-T_2-delta_time-runtime-dV-dV2-dV3-C;2;[18, 12];50;1000;0.032400011753857316;0.02533808737914215;0.9675999882461427
237;I_m-U_b-T_2-delta_time-runtime-dV-dV2-dV3-C;2;[18, 12];50;500;0.03440311464320759;0.025773690189820165;0.9655968853567924
238;I_m-U_b-T_2-delta_time-runtime-dV-dV2-dV3-C;2;[18, 12];150;1000;0.036973637470234605;0.02011979273007302;0.9630263625297654
239;I_m-U_b-T_2-delta_time-runtime-dV-dV2-dV3-C;2;[18, 12];150;500;0.0376580874818236;0.033327314960372445;0.9623419125181764
240;I_m-U_b-T_2-delta_time-runtime-dV-dV2-dV3-C;2;[18, 12];250;1000;0.03295644412907555;0.03153883633864174;0.9670435558709245
241;I_m-U_b-T_2-delta_time-runtime-dV-dV2-dV3-C;2;[18, 12];250;500;0.04249488711978217;0.03598634651575045;0.9575051128802178
242;I_m-U_b-T_2-delta_time-runtime-dV-dV2-dV3-C;2;[36, 24];50;1000;0.03675795133071429;0.016531873889726458;0.9632420486692858
243;I_m-U_b-T_2-delta_time-runtime-dV-dV2-dV3-C;2;[36, 24];50;500;0.03499436579073285;0.026711435166794355;0.9650056342092671
244;I_m-U_b-T_2-delta_time-runtime-dV-dV2-dV3-C;2;[36, 24];150;1000;0.03032598384142457;0.027376101037106845;0.9696740161585754
245;I_m-U_b-T_2-delta_time-runtime-dV-dV2-dV3-C;2;[36, 24];150;500;0.040311714278293276;0.0360532041601721;0.9596882857217067
246;I_m-U_b-T_2-delta_time-runtime-dV-dV2-dV3-C;2;[36, 24];250;1000;0.04763552355097701;0.039870793113941566;0.952364476449023
247;I_m-U_b-T_2-delta_time-runtime-dV-dV2-dV3-C;2;[36, 24];250;500;0.035419440374545724;0.02857505974078548;0.9645805596254543
248;I_m-U_b-delta_time;1;[18];50;1000;0.46716870104695124;0.2548755468956344;0.5328312989530488
249;I_m-U_b-delta_time;1;[18];50;500;0.4432653955219118;0.24800008379340446;0.5567346044780882
250;I_m-U_b-delta_time;1;[18];150;1000;0.45240696445593515;0.25009023898406396;0.5475930355440648
251;I_m-U_b-delta_time;1;[18];150;500;0.4243468739568129;0.24376617825937194;0.5756531260431871
252;I_m-U_b-delta_time;1;[18];250;1000;0.45890188778221264;0.24820325673582597;0.5410981122177874
253;I_m-U_b-delta_time;1;[18];250;500;0.4500944096235919;0.24768094886396771;0.5499055903764081
254;I_m-U_b-delta_time;1;[36];50;1000;0.36567494373307835;0.23874222213398263;0.6343250562669216
255;I_m-U_b-delta_time;1;[36];50;500;0.45202207344723827;0.2503833934391464;0.5479779265527618
256;I_m-U_b-delta_time;1;[36];150;1000;0.4589705662487114;0.2509088979834389;0.5410294337512886
257;I_m-U_b-delta_time;1;[36];150;500;0.4214138249029594;0.24275679050103677;0.5785861750970406
258;I_m-U_b-delta_time;1;[36];250;1000;0.4548075796794386;0.24596368471793523;0.5451924203205614
259;I_m-U_b-delta_time;1;[36];250;500;0.4300721500875595;0.2337932106740881;0.5699278499124405
260;I_m-U_b-delta_time;2;[18, 12];50;1000;0.46650773983689414;0.25479588454574253;0.5334922601631058
261;I_m-U_b-delta_time;2;[18, 12];50;500;0.4521207809722348;0.24746881048416586;0.5478792190277653
262;I_m-U_b-delta_time;2;[18, 12];150;1000;0.46627302262941356;0.25401764067302024;0.5337269773705864
263;I_m-U_b-delta_time;2;[18, 12];150;500;0.4494605420597707;0.24633344963965467;0.5505394579402293
264;I_m-U_b-delta_time;2;[18, 12];250;1000;0.4385479956590953;0.251752294447843;0.5614520043409047
